Date,AAPL,AMAT,AMGN,CMCSA,INTC,KLAC,PCAR,CTAS,PAYX,LRCX,ADSK,ROST,MNST,MSFT,ADBE,FAST,EA,CSCO,REGN,IDXX,VRTX,BIIB,ODFL,QCOM,GILD,SNPS,SBUX,INTU,MCHP,ORLY,COST,CPRT,DLTR,ASML,ANSS,TTWO,AMZN,CTSH,CSGP,NVDA,BKNG,ON,ISRG,MRVL,ILMN,ADI,AEP,AMD,ADP,AZN,CDNS,CSX,HON,MAR,MU,XEL,EXC,PEP,ROP,TXN,MDLZ,NFLX,GOOGL,DXCM,SMCI,TMUS,LULU,MELI,KDP,AVGO,VRSK,FTNT,CHTR,TSLA,NXPI,FANG,META,PANW,WDAY,CDW,GOOG,PYPL,KHC,TEAM,CCEP,TTD,BKR,MDB,ZS,PDD,MRNA,WBD,LIN,^IXIC
2023-09-19,0.006162,-0.018419,0.004398,0.001970,-0.044404,0.001751,-0.013064,0.000990,-0.001377,-0.016656,-0.006861,-0.011711,-0.004631,-0.001247,0.017261,-0.002005,0.003311,-0.004824,0.014748,0.015667,0.017628,0.013217,-0.008724,-0.018168,0.001982,0.000022,-0.015309,-0.010938,-0.002183,-0.000183,0.002892,0.003146,0.005491,-0.006647,-0.008597,0.018091,-0.016931,-0.001853,0.004256,-0.010196,-0.014537,-0.003813,0.004951,-0.012676,-0.013289,-0.005412,-0.002121,-0.007452,-0.005840,0.000600,-0.001141,-0.006128,0.004566,-0.010721,0.002974,0.009098,-0.010175,-0.005927,0.007186,0.001902,-0.004882,0.004554,-0.001231,-0.012034,0.013983,0.011720,0.004275,-0.030145,-0.007158,-0.000942,0.000365,-0.000165,-0.013364,0.004588,-0.000753,-0.005583,0.008295,-0.015629,-0.005047,-0.000096,-0.000936,-0.011988,0.015440,0.002340,-0.002377,-0.020655,-0.007709,-0.002612,0.002131,-0.014736,0.024660,-0.001717,0.005789,-0.002340
2023-09-20,-0.020195,-0.005388,0.026692,-0.005042,-0.046468,-0.011281,0.000939,-0.001379,-0.004314,-0.010113,-0.020630,-0.011676,-0.004473,-0.024269,-0.010970,-0.009534,-0.004556,-0.006107,-0.006162,-0.004448,-0.016748,0.014927,0.003930,-0.013640,0.000660,-0.014760,-0.001365,-0.010639,-0.013722,0.017760,-0.000922,-0.012417,-0.000808,-0.006573,0.003099,-0.022416,-0.017148,-0.008309,0.013276,-0.029877,-0.014184,-0.014967,-0.025998,-0.021490,-0.015634,-0.015050,0.004860,-0.012578,-0.008046,0.019164,-0.010026,0.012858,-0.004669,0.006627,-0.014674,0.024309,-0.005861,0.000336,0.002761,-0.006395,0.001816,-0.025305,-0.031646,-0.016382,-0.019030,-0.002812,0.019142,-0.012215,0.010718,-0.022183,0.000081,-0.004810,-0.003364,-0.014780,-0.021214,-0.016219,-0.017859,-0.003691,-0.022043,0.001580,-0.031017,-0.021618,0.002354,-0.022356,0.017460,-0.009787,-0.010559,-0.011170,-0.005303,-0.040144,-0.030535,-0.012100,-0.028521,-0.015402
2023-09-21,-0.008929,-0.013081,-0.007580,0.004386,-0.001154,-0.011701,-0.017036,-0.019825,-0.020441,-0.013781,-0.017825,-0.015960,-0.018279,-0.003873,-0.041734,-0.003322,-0.013793,-0.039696,-0.009958,-0.037365,0.005576,-0.006160,-0.019184,-0.011603,-0.007281,-0.020078,-0.021886,-0.037399,-0.008246,-0.020681,-0.015641,-0.020193,-0.053518,-0.013243,-0.030937,-0.034558,-0.045053,-0.004325,-0.036400,-0.029357,-0.010693,-0.020788,-0.026411,-0.020997,-0.036959,-0.012803,-0.007110,-0.043071,-0.021344,-0.013928,-0.024289,-0.009305,-0.015601,-0.023746,-0.025877,-0.009720,-0.009103,-0.016961,-0.017044,-0.010543,-0.013067,-0.005581,-0.024984,-0.039078,-0.048597,-0.014749,-0.020574,-0.025242,-0.013115,-0.027105,-0.022166,-0.023040,-0.003017,-0.026589,-0.004936,-0.010058,-0.013235,-0.033975,-0.032612,-0.019129,-0.024291,-0.037500,0.013721,-0.055648,-0.014608,-0.033378,-0.020887,-0.052662,-0.035909,-0.024754,-0.032394,0.000869,-0.016985,-0.018369
2023-09-22,0.004932,0.007223,-0.006367,-0.008791,-0.013657,0.010904,0.013275,0.000634,-0.003182,0.014185,-0.000098,-0.013079,-0.004210,-0.007918,-0.001909,0.002031,0.001682,0.004303,0.001772,-0.006771,-0.013498,-0.004839,0.001324,-0.002597,-0.003460,0.005791,0.006211,0.008293,0.012927,0.010255,0.006304,0.000464,-0.009524,0.008519,0.007123,0.016778,-0.001625,0.005763,-0.002176,0.014354,0.008615,0.031181,0.013449,0.008834,-0.006698,0.009390,-0.008928,0.000936,0.002636,0.012014,0.009059,0.005786,-0.008657,-0.004159,0.014330,0.005877,-0.006198,-0.000627,-0.001333,-0.000561,-0.003968,-0.011362,-0.001458,-0.017896,0.018019,-0.004582,0.010752,-0.012699,-0.006321,0.025309,0.004225,-0.009229,-0.003610,-0.043237,0.014279,-0.005233,0.011264,0.004693,0.002820,0.003505,-0.000838,-0.012704,-0.009614,0.028595,0.005051,0.008286,0.009651,0.006394,0.019435,0.039984,-0.002397,-0.036271,0.001368,-0.000921
2023-09-25,0.007353,0.003080,-0.003143,-0.009538,0.003213,0.007870,0.006221,0.001524,0.012319,0.002388,0.007957,-0.017983,0.002382,0.001670,-0.002538,0.010642,0.005949,-0.001681,0.011811,0.003551,0.003256,-0.010376,0.019403,0.025218,-0.002403,0.002191,-0.010085,-0.000511,0.004530,-0.002546,0.000054,0.004854,-0.000957,-0.001654,-0.003903,0.003682,0.016514,0.001722,0.000768,0.014601,0.011483,0.006905,0.017371,0.006290,-0.007808,-0.000285,-0.006208,0.012191,0.002795,0.016232,0.002555,-0.001604,0.010900,-0.007385,-0.004365,-0.004026,0.002236,-0.005378,-0.004820,0.003674,-0.010276,0.013053,0.006581,-0.016594,0.054119,0.004725,-0.009633,0.010571,-0.019513,0.005785,0.003054,-0.002235,-0.011726,0.008580,0.006736,0.013654,0.005834,-0.008703,0.003330,-0.003700,0.006985,0.016790,0.004673,0.005103,-0.003312,-0.016507,0.014025,-0.007324,-0.018226,0.007891,-0.018370,-0.040447,0.009660,0.004494
2023-09-26,-0.023677,-0.018547,0.008136,-0.014140,-0.013506,-0.022720,-0.018900,-0.054158,-0.014357,-0.023791,-0.019690,-0.001095,-0.006609,-0.017152,-0.010414,-0.006041,-0.011341,-0.014503,-0.002675,-0.011085,0.002904,0.011811,-0.023530,-0.006450,0.009311,-0.007801,-0.008011,-0.010124,-0.017983,-0.020648,-0.010184,-0.014867,0.018506,-0.023162,-0.022151,-0.009923,-0.041133,-0.015755,-0.023573,-0.007393,-0.012123,-0.046701,-0.008596,-0.017635,-0.019208,-0.017771,-0.030192,-0.014689,-0.011650,-0.010499,-0.008643,-0.017161,-0.020909,-0.006083,-0.009376,-0.030205,-0.028951,-0.010437,-0.018709,-0.018441,0.012261,-0.014528,-0.019563,0.029313,0.001405,0.003209,-0.009595,-0.017123,-0.009901,-0.021454,-0.005288,-0.011771,-0.026016,-0.011688,-0.015925,0.002748,-0.006236,0.001147,-0.010199,-0.023493,-0.020794,0.001189,0.005231,-0.026093,-0.010160,-0.009768,-0.005307,-0.024325,-0.006330,-0.028960,-0.000509,0.002810,-0.014363,-0.015775
2023-09-27,-0.008937,0.007282,-0.000223,0.008104,0.022795,0.000898,0.011265,0.004604,0.033070,0.012985,0.003070,-0.005767,-0.021787,0.002080,-0.007335,0.010957,-0.003300,0.009253,0.000180,0.010215,-0.005817,-0.002056,0.002203,-0.004842,0.000265,0.005297,-0.009063,0.009986,0.005900,-0.000427,0.018935,0.007461,-0.009447,0.003173,-0.002646,0.002907,0.000000,-0.006431,0.000655,0.013203,0.007188,0.020857,0.002370,0.016114,0.033488,0.002723,-0.006307,0.021750,0.022465,-0.004113,0.006045,-0.011166,-0.000053,0.010995,0.003966,-0.008875,-0.008980,-0.017247,0.006536,0.001139,-0.008253,-0.004387,0.015206,0.038409,0.032879,-0.005426,-0.004001,-0.009584,-0.015354,0.000759,-0.007401,0.012287,0.010903,-0.014940,0.008731,0.026880,-0.004089,0.022282,0.006825,-0.007771,0.015408,-0.027352,-0.013717,0.031474,-0.005761,0.014152,0.015009,0.008754,0.005658,0.011327,0.013363,0.031310,0.002180,0.002236
2023-09-28,0.001524,0.023128,0.006817,0.005813,0.016335,0.027734,0.010556,0.005824,0.005222,0.021911,0.027356,0.026187,0.000753,0.002714,0.004110,0.010659,0.010205,0.012701,0.002411,0.000275,0.008118,0.001203,0.015287,0.017341,-0.001722,0.030859,-0.000988,0.007839,0.027208,0.003538,0.009009,0.008788,0.014044,0.010596,0.011888,0.017412,0.000000,-0.005293,0.006007,0.014517,0.007166,0.021495,0.016066,0.027219,-0.007152,0.020618,-0.015811,0.046715,0.002799,-0.007683,0.014462,0.009532,-0.004107,0.028825,-0.045132,-0.005961,-0.023997,-0.000413,0.001766,0.005989,-0.008610,-0.003263,0.013468,0.035941,0.044948,0.000000,-0.000369,0.013925,-0.006653,0.018426,0.003790,0.007881,0.025198,0.024155,0.019284,-0.000573,0.020675,0.014045,-0.088695,0.020869,0.012623,0.014543,-0.008262,-0.002941,0.007833,0.029522,0.009336,0.044550,0.013676,0.006401,0.008312,-0.031310,0.003970,0.008248
2023-09-29,0.003042,0.001663,-0.007636,-0.011659,0.010462,0.001244,-0.008083,-0.005970,-0.015401,-0.001196,-0.004725,0.010144,-0.003958,0.006705,0.010310,-0.018316,0.010185,-0.002230,-0.014009,0.000663,-0.013596,-0.003185,0.007581,-0.000360,-0.006385,-0.003784,0.002084,-0.002541,-0.007149,-0.009363,-0.006475,-0.007859,-0.003657,0.013701,-0.001041,0.001354,0.009008,-0.001475,0.001041,0.009470,-0.006748,-0.011765,-0.013120,0.002405,0.036573,-0.007511,0.007339,0.000584,-0.011284,0.004440,0.001239,0.005871,-0.012747,-0.015097,0.042489,0.006136,-0.002379,-0.000354,-0.006607,-0.000503,0.000144,0.003289,-0.011020,-0.022887,0.017808,0.002502,0.017290,-0.004925,0.003490,-0.001708,-0.018038,0.001364,-0.010540,0.015465,-0.003047,-0.014486,-0.012414,-0.003151,0.017040,-0.005536,-0.009661,0.004801,-0.003265,0.022940,-0.005109,0.005903,-0.035326,0.007983,0.030474,0.025404,0.029674,0.015778,-0.003057,0.001366
2023-10-02,0.014727,0.007627,-0.009158,0.003377,-0.002535,0.004286,-0.003063,0.007993,-0.013531,0.006536,0.010002,0.013368,-0.007773,0.018979,0.021785,0.004018,-0.002079,0.011651,-0.006009,-0.014559,0.000259,-0.016279,-0.014650,0.000360,-0.011272,0.010512,-0.001535,0.013337,0.004092,-0.011331,0.011177,0.012225,-0.016958,-0.011069,-0.000504,-0.009950,0.018240,0.000295,-0.012037,0.029068,0.003176,0.004508,0.009161,0.008462,-0.006138,0.001940,-0.045976,0.004367,-0.005042,-0.014727,0.009304,-0.006853,-0.011597,-0.014399,-0.001029,-0.039025,-0.031723,-0.001595,-0.000826,0.005894,-0.013199,0.007204,0.024980,0.013309,0.052011,-0.005657,-0.007157,-0.006703,-0.011469,0.005248,0.000466,-0.000852,-0.003006,0.005500,0.001350,-0.030683,0.021779,0.009890,-0.005554,-0.003873,0.024868,0.001709,-0.016485,-0.020303,-0.023809,0.002045,-0.021752,0.009253,0.033497,0.016183,0.000194,-0.032759,-0.005764,0.006669
2023-10-03,-0.007800,-0.020201,-0.020102,-0.023654,0.006465,-0.019267,-0.008531,-0.008284,0.004035,-0.020449,-0.027702,-0.022618,-0.036241,-0.026482,-0.027429,-0.012288,-0.005006,-0.013699,-0.011953,-0.013409,-0.007735,-0.006149,-0.008268,-0.008225,-0.011264,-0.028650,-0.018272,-0.020132,-0.020888,-0.010088,-0.011035,-0.023192,-0.009794,-0.020091,-0.034238,-0.010414,-0.037301,-0.006812,-0.010719,-0.028655,-0.027185,-0.039431,-0.023808,-0.037895,-0.018642,-0.022599,0.013412,-0.031377,0.004377,-0.007068,-0.033539,0.007503,-0.008083,-0.017494,-0.001915,0.014612,0.011947,-0.008727,-0.008009,-0.017024,-0.013080,-0.009457,-0.013053,-0.038929,-0.067631,-0.020531,-0.038663,-0.025029,-0.003852,-0.024392,-0.006793,-0.017550,-0.014541,-0.020357,-0.025242,0.004583,-0.019350,-0.021603,-0.030219,0.003923,-0.013931,-0.021751,0.000604,-0.035254,-0.021873,-0.024693,-0.000869,-0.051327,-0.060399,-0.017918,-0.002229,-0.015341,0.007052,-0.018835
2023-10-04,0.007282,0.018695,0.016830,0.000460,0.006702,0.020178,0.030815,0.006364,0.009062,0.022824,0.018424,0.000715,0.032236,0.017617,0.022216,0.015200,0.009739,-0.003735,0.008230,0.018639,0.022404,0.023011,0.008194,-0.003090,0.019864,0.023246,0.018491,0.019475,0.013202,0.008507,0.011893,0.025711,0.010844,0.034891,0.011864,0.014936,0.018116,0.003560,0.016756,0.011969,0.011781,0.002559,0.007747,0.014169,0.032327,0.013206,0.006571,0.039094,0.014699,0.005418,0.027431,0.002597,0.007480,0.023001,0.004119,0.014048,0.009670,0.007189,0.016795,0.004568,0.015850,0.000398,0.020997,-0.036278,0.037906,0.011877,0.004767,0.002667,0.019430,0.010960,0.021826,0.011220,0.001549,0.057650,0.015202,-0.036306,0.015301,0.020208,0.009936,0.017928,0.022036,0.021922,0.005121,-0.004100,0.024656,0.038138,-0.041087,0.013003,0.023877,0.002652,0.011382,-0.005814,0.015384,0.013428
2023-10-05,0.007172,-0.000144,-0.001357,-0.010406,-0.001114,0.000065,-0.005090,-0.004328,-0.003563,-0.010412,-0.015085,-0.002414,-0.043748,0.001253,-0.003827,-0.002183,0.000580,-0.007135,0.019598,-0.006229,0.006129,0.010098,0.000298,-0.000455,-0.000535,-0.003409,0.013296,-0.002244,-0.005415,0.004004,-0.003995,0.007064,0.015532,-0.015641,-0.002203,0.004074,-0.008223,0.002366,0.039256,0.014584,-0.009137,-0.020432,-0.000655,-0.003947,0.007993,-0.009772,-0.027107,-0.011209,-0.002544,0.003895,-0.001192,-0.014365,-0.013682,-0.000257,0.013707,-0.002652,0.000000,-0.053567,0.002108,-0.018271,-0.053994,-0.011501,-0.001258,-0.043105,0.025353,-0.004574,-0.026670,-0.014048,-0.048144,0.000061,-0.005433,-0.004128,-0.002452,-0.004259,-0.013922,-0.002684,-0.002589,0.001437,-0.020410,-0.011654,-0.002057,-0.018786,-0.029270,-0.010538,-0.044452,-0.015362,0.006317,0.002468,-0.011802,0.002035,-0.012450,-0.019628,-0.023382,-0.001223
2023-10-06,0.014643,0.007225,0.008976,0.010406,0.008324,0.015004,0.014392,0.023404,0.021786,0.003637,0.029374,0.005890,-0.002399,0.024436,0.019634,0.021979,0.017806,0.007135,0.006536,0.035280,0.015313,0.013308,0.024833,0.009788,0.000535,0.028962,0.005183,0.032396,0.027919,0.001498,-0.021278,0.017779,-0.010011,0.026582,0.021580,0.005051,0.015753,0.002066,0.014364,0.023749,0.010112,0.030823,0.019087,0.026574,0.004223,0.010807,0.011985,0.041214,0.012333,0.008042,0.038357,0.016308,0.025448,0.006193,0.013093,0.015286,0.017751,0.001186,0.011484,0.012111,-0.026631,0.023658,0.018412,-0.009329,0.007172,0.011575,0.018858,0.018884,-0.004645,0.025644,0.005600,0.032389,-0.001437,0.001844,0.018101,0.041241,0.034314,0.041001,0.040553,0.012675,0.019948,0.005033,-0.009013,0.058716,0.006133,0.049789,0.011330,0.048793,0.064966,0.071403,0.008799,0.018655,0.009901,0.015873
2023-10-09,0.008416,-0.000998,0.015102,0.014162,-0.003599,-0.002738,-0.000457,0.018002,0.014880,-0.000669,0.002473,0.006121,-0.006626,0.007792,0.004943,0.006217,0.013169,0.008755,-0.005694,-0.008399,-0.015144,0.003640,0.020944,0.008263,0.004272,0.013975,-0.001833,0.003014,-0.001384,0.013782,0.002579,0.008441,-0.006094,-0.010078,0.014730,0.015632,0.002342,0.004999,0.011467,-0.010743,-0.013111,0.000000,-0.004033,-0.004779,-0.016054,-0.003743,0.020158,-0.002521,0.015306,-0.005652,0.013801,0.005485,0.010022,-0.007940,-0.006885,0.005217,0.016150,0.006653,0.009513,-0.001785,0.006450,0.011571,0.006087,-0.001563,0.001139,0.007952,0.014652,0.000687,-0.011035,0.012486,0.016941,-0.007033,0.025780,-0.003306,-0.004532,0.034062,0.009246,0.024387,0.019102,0.012036,0.005535,0.003283,0.014259,0.016775,-0.021979,0.021794,0.031230,0.013176,0.031707,0.012418,-0.019833,0.024028,0.000509,0.003931
